lv1,lv2,lvrel,att1,att2,attrel,tech1,tech2,techrel,n1,n2,nrel,wp1,wp2,wprel,y
13.0,10.5,1.24,1296.0,2195.67,0.59,1.0,4.83,0.21,1,6,0.17,1.8199999999999998,2.15,0.85,0.0
18.0,8.0,2.25,3840.0,1080.0,3.56,1.0,4.0,0.25,1,1,1.0,1.0,1.0,1.0,1.0
17.0,9.0,1.89,4536.0,1212.0,3.74,8.0,4.25,1.88,1,4,0.25,1.0,1.0,1.0,0.0
9.0,11.0,0.82,1050.0,2048.0,0.51,1.0,5.0,0.2,1,1,1.0,1.0,1.0,1.0,0.0
5.0,8.62,0.58,450.0,1216.75,0.37,3.0,4.0,0.75,1,8,0.12,1.0,1.0,1.0,0.0
17.0,5.0,3.4,4374.0,480.0,9.11,8.0,3.0,2.67,1,1,1.0,1.0,1.76,0.57,1.0
10.86,15.0,0.72,2365.71,2400.0,0.99,5.29,7.0,0.76,7,1,7.0,1.0,1.0,1.0,1.0
12.0,8.0,1.5,1715.0,840.0,2.04,5.0,1.0,5.0,1,1,1.0,1.0,1.0,1.0,1.0
3.0,1.0,3.0,288.0,180.0,1.6,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0
18.0,9.5,1.89,3888.0,1683.0,2.31,1.0,1.0,1.0,1,6,0.17,1.8,1.0,1.8,0.0
14.5,16.75,0.87,2784.0,3858.0,0.72,6.5,7.5,0.87,2,4,0.5,1.8399999999999999,1.0,1.84,0.0
4.0,16.0,0.25,400.0,2475.0,0.16,2.0,1.0,2.0,1,1,1.0,1.0,1.0,1.0,0.0
1.0,19.0,0.05,180.0,4320.0,0.04,1.0,9.0,0.11,1,1,1.0,1.0,1.0,1.0,0.0
20.0,10.0,2.0,6552.0,972.0,6.74,9.0,4.0,2.25,1,1,1.0,1.0,1.0,1.0,1.0
5.0,18.0,0.28,450.0,5040.0,0.09,3.0,8.0,0.38,1,1,1.0,1.0,1.0,1.0,0.0
12.0,20.0,0.6,1728.0,4800.0,0.36,5.0,9.0,0.56,1,1,1.0,1.0,1.0,1.0,0.0
18.0,17.0,1.06,3465.0,2640.0,1.31,8.0,8.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0
18.0,12.29,1.46,5200.0,2119.86,2.45,8.0,5.71,1.4,1,7,0.14,1.0,1.92,0.52,0.0
7.0,3.0,2.33,672.0,360.0,1.87,4.0,2.0,2.0,1,1,1.0,1.0,1.0,1.0,1.0
12.75,11.43,1.12,2186.0,1656.86,1.32,1.0,1.0,1.0,4,7,0.57,1.0,1.0,1.0,0.0
5.0,14.67,0.34,480.0,3335.0,0.14,1.0,6.33,0.16,1,3,0.33,1.0,1.0,1.0,0.0
5.43,12.0,0.45,598.86,2020.67,0.3,2.71,5.33,0.51,7,3,2.33,1.0,1.0,1.0,1.0
6.0,15.0,0.4,525.0,2744.0,0.19,3.0,1.0,3.0,1,1,1.0,1.0,1.0,1.0,0.0
2.0,11.0,0.18,240.0,1296.0,0.19,1.0,5.0,0.2,1,1,1.0,1.78,1.0,1.78,0.0
18.0,12.38,1.45,4032.0,2403.0,1.68,1.0,5.75,0.17,1,8,0.12,1.0,1.0,1.0,0.0
6.0,8.5,0.71,560.0,1342.67,0.42,3.0,3.83,0.78,1,6,0.17,1.0,1.94,0.52,0.0
9.88,11.4,0.87,1773.25,2119.8,0.84,1.0,5.2,0.19,8,5,1.6,1.77,1.78,0.99,1.0
10.14,12.12,0.84,2205.57,2171.5,1.02,4.71,5.75,0.82,7,8,0.88,1.9,1.88,1.01,0.0
7.6,6.83,1.11,1444.8,1018.67,1.42,1.0,1.0,1.0,5,6,0.83,1.0,1.0,1.0,0.0
13.0,8.67,1.5,1470.0,969.33,1.52,1.0,4.33,0.23,1,3,0.33,1.0,1.0,1.0,0.0
14.0,14.0,1.0,3024.0,2268.0,1.33,6.0,1.0,6.0,1,1,1.0,1.0,1.0,1.0,1.0
1.0,16.0,0.06,180.0,2984.0,0.06,1.0,1.0,1.0,1,5,0.2,1.0,1.0,1.0,0.0
16.0,7.5,2.13,2880.0,905.75,3.18,7.0,3.25,2.15,1,4,0.25,1.0,1.0,1.0,0.0
16.0,6.0,2.67,5184.0,432.0,12.0,7.0,3.0,2.33,1,1,1.0,1.0,1.0,1.0,1.0
9.0,11.2,0.8,1296.0,2444.0,0.53,4.0,5.4,0.74,1,5,0.2,1.0,1.0,1.0,0.0
5.0,5.0,1.0,500.0,480.0,1.04,3.0,1.0,3.0,1,1,1.0,1.0,1.0,1.0,1.0
13.0,10.83,1.2,2430.0,1693.33,1.44,6.0,4.83,1.24,1,6,0.17,1.0,1.8199999999999998,0.55,0.0
3.0,17.0,0.18,375.0,3240.0,0.12,2.0,1.0,2.0,1,1,1.0,1.0,1.0,1.0,0.0
20.0,4.0,5.0,6656.0,480.0,13.87,9.0,2.0,4.5,1,1,1.0,1.0,1.0,1.0,1.0
17.0,18.0,0.94,3528.0,3920.0,0.9,8.0,1.0,8.0,1,1,1.0,1.0,1.0,1.0,1.0
15.0,11.0,1.36,2200.0,1134.0,1.94,1.0,5.0,0.2,1,1,1.0,1.0,1.0,1.0,0.0
11.83,11.8,1.0,1698.0,2281.4,0.74,5.5,5.6,0.98,6,5,1.2,1.8,1.78,1.01,0.0
4.0,1.0,4.0,336.0,162.0,2.07,2.0,1.0,2.0,1,1,1.0,1.0,1.0,1.0,1.0
9.0,20.0,0.45,1080.0,3456.0,0.31,4.0,9.0,0.44,1,1,1.0,1.0,1.0,1.0,1.0
11.0,16.0,0.69,1750.0,2520.0,0.69,5.0,1.0,5.0,1,1,1.0,1.0,1.78,0.56,0.0
5.0,13.5,0.37,432.0,3030.0,0.14,1.0,6.25,0.16,1,4,0.25,1.0,1.0,1.0,0.0
13.0,11.0,1.18,2400.0,1176.0,2.04,6.0,5.0,1.2,1,1,1.0,1.97,1.0,1.97,1.0
9.0,14.0,0.64,750.0,2268.0,0.33,1.0,6.0,0.17,1,1,1.0,1.0,1.92,0.52,0.0
19.0,15.0,1.27,3600.0,2520.0,1.43,1.0,7.0,0.14,1,1,1.0,1.0,1.0,1.0,0.0
12.75,9.33,1.37,2322.0,2444.0,0.95,1.0,4.67,0.21,4,3,1.33,2.27,1.0,2.27,1.0
12.0,15.0,0.8,2646.0,3468.0,0.76,5.0,7.0,0.71,1,2,0.5,1.0,1.0,1.0,0.0
12.0,13.0,0.92,2764.5,2150.0,1.29,5.75,1.0,5.75,4,2,2.0,1.8399999999999999,1.0,1.84,1.0
12.0,17.0,0.71,1680.0,3528.0,0.48,1.0,8.0,0.12,1,1,1.0,1.0,1.0,1.0,0.0
1.0,3.0,0.33,180.0,300.0,0.6,1.0,2.0,0.5,1,1,1.0,1.0,1.0,1.0,0.0
20.0,10.0,2.0,5390.0,1080.0,4.99,9.0,1.0,9.0,1,1,1.0,1.0,1.0,1.0,1.0
20.0,13.4,1.49,4620.0,3232.8,1.43,9.0,6.4,1.41,1,5,0.2,1.0,1.0,1.0,0.0
14.0,12.14,1.15,2453.5,2042.57,1.2,6.0,5.43,1.1,2,7,0.29,1.8399999999999999,1.78,1.03,0.0
5.0,3.0,1.67,480.0,300.0,1.6,1.0,2.0,0.5,1,1,1.0,1.0,1.0,1.0,0.0
6.0,8.0,0.75,640.0,735.0,0.87,3.0,4.0,0.75,1,1,1.0,1.0,1.0,1.0,0.0
4.0,10.86,0.37,400.0,1934.57,0.21,2.0,4.859999999999999,0.41,1,7,0.14,1.8,1.92,0.94,0.0
8.67,13.0,0.67,1985.67,2400.0,0.83,4.33,6.0,0.72,3,1,3.0,1.0,1.0,1.0,1.0
16.0,13.0,1.23,4032.0,2520.0,1.6,7.0,6.0,1.17,1,1,1.0,1.0,1.0,1.0,1.0
9.0,16.0,0.56,960.0,3136.0,0.31,1.0,7.0,0.14,1,1,1.0,1.0,1.0,1.0,0.0
4.0,8.0,0.5,452.0,1098.6,0.41,1.0,1.0,1.0,3,5,0.6,1.0,2.09,0.48,0.0
9.8,9.12,1.07,1634.0,1615.5,1.01,4.6,4.12,1.12,5,8,0.62,1.0,1.92,0.52,0.0
2.0,12.0,0.17,240.0,1680.0,0.14,1.0,5.0,0.2,1,1,1.0,1.0,1.0,1.0,0.0
2.0,2.0,1.0,240.0,240.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.8399999999999999,0.54,0.0
7.0,19.0,0.37,588.0,4374.0,0.13,4.0,1.0,4.0,1,1,1.0,1.0,1.0,1.0,0.0
14.2,5.12,2.77,2566.4,631.0,4.07,6.6,2.62,2.52,5,8,0.62,1.8399999999999999,1.0,1.84,1.0
4.0,9.4,0.43,384.0,1688.4,0.23,2.0,4.8,0.42,1,5,0.2,1.0,1.76,0.57,0.0
5.0,11.0,0.45,500.0,1400.0,0.36,3.0,5.0,0.6,1,1,1.0,1.0,1.0,1.0,0.0
7.43,15.0,0.5,1019.57,2703.5,0.38,1.0,7.0,0.14,7,4,1.75,1.0,1.0,1.0,0.0
12.0,10.17,1.18,1908.0,1771.0,1.08,1.0,4.83,0.21,6,6,1.0,1.0,1.0,1.0,0.0
3.0,3.0,1.0,300.0,300.0,1.0,1.0,2.0,0.5,1,1,1.0,1.0,1.0,1.0,0.0
2.0,13.0,0.15,240.0,2520.0,0.1,1.0,6.0,0.17,1,1,1.0,1.0,1.0,1.0,0.0
17.0,5.0,3.4,3402.0,450.0,7.56,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0
17.0,3.0,5.67,3168.0,300.0,10.56,8.0,1.0,8.0,1,1,1.0,1.0,1.92,0.52,1.0
10.0,10.0,1.0,1260.0,1440.0,0.88,4.0,4.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0
3.0,11.0,0.27,288.0,1932.25,0.15,2.0,5.12,0.39,1,8,0.12,1.0,1.8199999999999998,0.55,0.0
13.0,3.0,4.33,2646.0,360.0,7.35,6.0,2.0,3.0,1,1,1.0,1.0,1.9,0.53,1.0
8.5,9.71,0.88,1272.0,1671.43,0.76,3.83,4.43,0.86,6,7,0.86,1.8,1.8900000000000001,0.95,0.0
7.0,11.25,0.62,700.0,2011.25,0.35,4.0,5.5,0.73,1,4,0.25,1.0,1.0,1.0,0.0
16.0,2.0,8.0,2880.0,225.0,12.8,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0
10.0,1.0,10.0,1260.0,162.0,7.78,1.0,1.0,1.0,1,1,1.0,1.0,1.76,0.57,1.0
13.0,6.0,2.17,2646.0,512.0,5.17,6.0,3.0,2.0,1,1,1.0,1.8199999999999998,1.0,1.82,1.0
16.0,4.0,4.0,2880.0,384.0,7.5,1.0,2.0,0.5,1,1,1.0,1.0,1.0,1.0,1.0
17.0,3.0,5.67,3360.0,288.0,11.67,8.0,2.0,4.0,1,1,1.0,1.0,1.0,1.0,1.0
20.0,3.0,6.67,4235.0,320.0,13.23,9.0,1.0,9.0,1,1,1.0,1.0,1.0,1.0,1.0
1.0,8.0,0.12,192.0,1036.8,0.19,1.0,4.0,0.25,1,5,0.2,1.0,1.92,0.52,0.0
3.0,10.57,0.28,288.0,1993.71,0.14,2.0,4.859999999999999,0.41,1,7,0.14,1.88,2.12,0.89,0.0
3.0,17.0,0.18,300.0,4536.0,0.07,2.0,8.0,0.25,1,1,1.0,1.0,1.0,1.0,0.0
10.17,12.0,0.85,1621.0,1880.67,0.86,4.83,5.33,0.91,6,3,2.0,1.0,1.8399999999999999,0.54,1.0
15.0,14.0,1.07,3360.0,2592.0,1.3,7.0,6.0,1.17,1,1,1.0,1.8900000000000001,1.0,1.89,0.0
12.0,16.0,0.75,1512.0,3600.0,0.42,5.0,7.0,0.71,1,1,1.0,1.92,1.0,1.92,1.0
10.0,14.67,0.68,1225.0,2936.5,0.42,4.0,6.83,0.59,1,6,0.17,1.0,1.0,1.0,0.0
8.0,16.0,0.5,864.0,2800.0,0.31,1.0,7.0,0.14,1,1,1.0,1.0,1.0,1.0,0.0
3.0,16.0,0.19,300.0,2800.0,0.11,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.0
10.25,9.75,1.05,2217.75,1449.0,1.53,4.75,4.5,1.06,4,4,1.0,1.0,1.0,1.0,1.0
14.0,12.0,1.17,2160.0,2352.0,0.92,6.0,5.0,1.2,1,1,1.0,1.0,1.0,1.0,1.0
10.43,11.0,0.95,1660.14,2008.67,0.83,1.0,5.0,0.2,7,6,1.17,1.8199999999999998,1.0,1.82,0.0
10.0,15.0,0.67,1260.0,3584.0,0.35,4.0,7.0,0.57,1,1,1.0,1.0,1.0,1.0,0.0
3.0,10.0,0.3,288.0,1728.0,0.17,2.0,4.0,0.5,1,1,1.0,1.0,1.97,0.51,0.0
11.14,10.71,1.04,2116.71,1851.86,1.14,5.29,5.0,1.06,7,7,1.0,1.94,1.0,1.94,1.0
2.0,15.0,0.13,240.0,3240.0,0.07,1.0,7.0,0.14,1,1,1.0,1.77,1.0,1.77,0.0
19.0,4.0,4.75,4608.0,360.0,12.8,9.0,2.0,4.5,1,1,1.0,1.0,1.0,1.0,1.0
14.0,10.57,1.32,2016.0,2154.43,0.94,6.0,4.71,1.27,1,7,0.14,1.0,1.0,1.0,0.0
2.0,15.17,0.13,240.0,3054.0,0.08,1.0,6.83,0.15,1,6,0.17,1.0,1.0,1.0,0.0
7.0,3.0,2.33,864.0,288.0,3.0,4.0,2.0,2.0,1,1,1.0,1.8199999999999998,1.0,1.82,1.0
9.0,19.0,0.47,1200.0,4320.0,0.28,4.0,1.0,4.0,1,1,1.0,1.0,1.0,1.0,1.0
20.0,8.0,2.5,5460.0,864.0,6.32,9.0,1.0,9.0,1,1,1.0,1.8399999999999999,1.8399999999999999,1.0,1.0
12.17,13.0,0.94,1970.0,2610.0,0.75,5.67,1.0,5.67,6,4,1.5,1.0,1.0,1.0,1.0
10.0,11.25,0.89,1120.0,2279.38,0.49,4.0,5.25,0.76,1,8,0.12,1.0,2.1,0.48,0.0
8.0,3.0,2.67,1120.0,320.0,3.5,4.0,2.0,2.0,1,1,1.0,1.0,1.0,1.0,1.0
8.0,9.0,0.89,1198.29,1400.0,0.86,3.86,4.0,0.96,7,1,7.0,1.88,1.0,1.88,1.0
13.0,16.0,0.81,1890.0,2200.0,0.86,6.0,1.0,6.0,1,1,1.0,1.0,1.0,1.0,0.0
6.67,8.67,0.77,633.33,1392.0,0.45,3.33,4.0,0.83,3,6,0.5,1.0,1.77,0.56,0.0
9.0,7.0,1.29,1350.0,700.0,1.93,4.0,4.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0
11.0,8.33,1.32,1344.0,1001.33,1.34,5.0,1.0,5.0,1,3,0.33,1.0,1.0,1.0,0.0
7.0,3.0,2.33,875.0,320.0,2.73,4.0,2.0,2.0,1,1,1.0,1.0,1.0,1.0,1.0
11.2,11.0,1.02,2050.0,1728.0,1.19,5.2,5.0,1.04,5,1,5.0,1.0,1.0,1.0,1.0
11.0,7.43,1.48,1400.0,1060.14,1.32,1.0,3.43,0.29,1,7,0.14,1.0,1.8900000000000001,0.53,0.0
19.0,12.0,1.58,5616.0,2205.0,2.55,9.0,5.0,1.8,1,1,1.0,1.0,1.0,1.0,1.0
1.0,7.5,0.13,180.0,1080.0,0.17,1.0,1.0,1.0,1,2,0.5,1.0,1.0,1.0,0.0
6.17,11.0,0.56,1002.67,1746.0,0.57,1.0,1.0,1.0,6,2,3.0,1.0,1.0,1.0,1.0
12.0,7.33,1.64,2205.0,1199.33,1.84,5.0,3.5,1.43,1,6,0.17,1.0,1.76,0.57,0.0
10.0,16.0,0.62,2776.5,3978.0,0.7,4.75,7.0,0.68,4,2,2.0,1.0,1.0,1.0,1.0
8.0,13.0,0.62,756.0,2058.0,0.37,4.0,6.0,0.67,1,1,1.0,1.0,1.0,1.0,0.0
6.0,14.25,0.42,625.0,2793.0,0.22,3.0,6.75,0.44,1,4,0.25,1.8900000000000001,1.92,0.98,0.0
19.0,16.0,1.19,4480.0,3024.0,1.48,9.0,7.0,1.29,1,1,1.0,1.0,1.0,1.0,0.0
11.2,6.75,1.66,2118.2,1068.5,1.98,1.0,3.5,0.29,5,4,1.25,1.0,1.0,1.0,1.0
12.0,5.0,2.4,1400.0,500.0,2.8,5.0,1.0,5.0,1,1,1.0,1.0,1.0,1.0,1.0
8.86,8.33,1.06,2178.57,1277.33,1.71,4.29,3.83,1.12,7,6,1.17,1.0,1.94,0.52,1.0
19.0,10.5,1.81,4320.0,1436.5,3.01,1.0,1.0,1.0,1,8,0.12,1.0,1.0,1.0,0.0
7.4,9.0,0.82,954.8,1442.67,0.66,3.4,4.5,0.76,5,6,0.83,1.76,1.0,1.76,0.0
5.0,11.0,0.45,720.0,2190.0,0.33,3.0,1.0,3.0,1,3,0.33,1.0,1.0,1.0,0.0
10.0,15.6,0.64,1176.0,2960.4,0.4,4.0,7.0,0.57,1,5,0.2,1.0,1.0,1.0,0.0
1.0,20.0,0.05,180.0,5040.0,0.04,1.0,9.0,0.11,1,1,1.0,1.0,1.0,1.0,0.0
3.0,8.0,0.38,288.0,800.0,0.36,2.0,1.0,2.0,1,1,1.0,1.0,1.0,1.0,0.0
10.86,6.0,1.81,1882.29,700.0,2.69,5.29,3.0,1.76,7,2,3.5,1.0,1.0,1.0,1.0
11.0,9.5,1.16,1680.0,1703.75,0.99,5.0,4.75,1.05,1,4,0.25,1.0,1.8,0.56,0.0
18.0,15.0,1.2,4032.0,3528.0,1.14,8.0,7.0,1.14,1,1,1.0,1.0,1.0,1.0,1.0
2.0,14.0,0.14,240.0,2880.0,0.08,1.0,6.0,0.17,1,1,1.0,1.0,1.0,1.0,0.0
12.0,8.0,1.5,2688.0,1008.0,2.67,5.0,4.0,1.25,1,1,1.0,1.0,1.0,1.0,1.0
4.0,13.5,0.3,384.0,2748.5,0.14,2.0,6.25,0.32,1,4,0.25,1.0,1.0,1.0,0.0
8.0,8.0,1.0,720.0,1008.0,0.71,4.0,4.0,1.0,1,1,1.0,1.0,1.8399999999999999,0.54,0.0
4.25,11.0,0.39,432.25,1680.0,0.26,2.25,5.0,0.45,4,2,2.0,1.0,1.0,1.0,0.0
1.0,20.0,0.05,180.0,3888.0,0.05,1.0,9.0,0.11,1,1,1.0,1.0,1.0,1.0,0.0
9.0,9.0,1.0,1350.0,1327.5,1.02,4.0,4.5,0.89,1,4,0.25,1.0,1.88,0.53,0.0
4.0,9.0,0.44,360.0,1044.0,0.34,1.0,4.5,0.22,1,2,0.5,1.0,1.0,1.0,0.0
17.0,19.0,0.89,3430.0,4224.0,0.81,1.0,9.0,0.11,1,1,1.0,1.0,1.0,1.0,0.0
17.0,13.5,1.26,3360.0,2376.0,1.41,8.0,1.0,8.0,1,2,0.5,1.0,1.0,1.0,0.0
16.0,15.0,1.07,3136.0,2669.6,1.17,1.0,6.8,0.15,1,5,0.2,1.0,1.0,1.0,0.0
10.0,17.0,0.59,1225.0,3402.0,0.36,1.0,8.0,0.12,1,1,1.0,1.0,1.0,1.0,0.0
3.0,4.0,0.75,288.0,384.0,0.75,2.0,2.0,1.0,1,1,1.0,1.0,1.0,1.0,0.0
7.0,11.0,0.64,588.0,1800.0,0.33,4.0,5.0,0.8,1,1,1.0,1.0,1.0,1.0,0.0
9.0,14.0,0.64,1632.0,2592.0,0.63,4.0,6.0,0.67,2,1,2.0,1.0,1.0,1.0,1.0
13.0,6.0,2.17,3200.0,546.0,5.86,6.0,3.5,1.71,1,2,0.5,1.0,1.0,1.0,1.0
8.8,9.0,0.98,1624.8,1000.0,1.62,4.2,1.0,4.2,5,1,5.0,1.0,1.0,1.0,1.0
15.0,20.0,0.75,2450.0,4620.0,0.53,7.0,9.0,0.78,1,1,1.0,1.0,1.0,1.0,0.0
17.0,5.0,3.4,4800.0,420.0,11.43,8.0,1.0,8.0,1,1,1.0,1.0,1.0,1.0,1.0
5.5,7.0,0.79,468.0,720.0,0.65,1.0,4.0,0.25,2,1,2.0,1.0,1.0,1.0,1.0
11.86,15.5,0.77,2261.86,3906.0,0.58,5.43,7.0,0.78,7,2,3.5,1.87,1.97,0.95,1.0
7.0,6.33,1.11,720.0,718.5,1.0,1.0,1.0,1.0,1,6,0.17,1.0,1.88,0.53,0.0
17.0,4.0,4.25,2880.0,384.0,7.5,1.0,2.0,0.5,1,1,1.0,1.0,1.0,1.0,1.0
17.0,10.0,1.7,3528.0,1785.0,1.98,8.0,4.83,1.66,1,6,0.17,1.0,1.0,1.0,0.0
14.0,12.0,1.17,2025.0,2052.0,0.99,6.0,5.33,1.13,1,3,0.33,1.0,1.0,1.0,0.0
19.0,4.0,4.75,3564.0,384.0,9.28,1.0,2.0,0.5,1,1,1.0,1.0,1.76,0.57,1.0
2.0,6.0,0.33,240.0,600.0,0.4,1.0,3.0,0.33,1,1,1.0,1.0,1.0,1.0,0.0
9.0,11.0,0.82,1008.0,2430.0,0.41,4.0,5.0,0.8,1,1,1.0,1.0,1.0,1.0,1.0
17.0,8.0,2.12,4536.0,1215.14,3.73,8.0,4.0,2.0,1,7,0.14,1.0,1.0,1.0,0.0
8.0,4.0,2.0,784.0,400.0,1.96,4.0,2.0,2.0,1,1,1.0,1.0,1.0,1.0,1.0
9.0,10.57,0.85,1658.67,1637.43,1.01,4.33,1.0,4.33,3,7,0.43,1.0,1.78,0.56,0.0
17.0,18.0,0.94,2970.0,4368.0,0.68,8.0,8.0,1.0,1,1,1.0,1.0,1.0,1.0,0.0
4.0,3.0,1.33,360.0,288.0,1.25,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0
8.0,13.33,0.6,720.0,2246.67,0.32,4.0,6.0,0.67,1,3,0.33,1.0,1.0,1.0,0.0
15.0,15.0,1.0,2646.0,2400.0,1.1,7.0,7.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0
14.14,10.6,1.33,3152.29,2056.0,1.53,6.57,5.2,1.26,7,5,1.4,1.8900000000000001,1.0,1.89,1.0
17.0,9.5,1.79,3200.0,2004.0,1.6,8.0,4.5,1.78,1,8,0.12,1.92,1.8,1.07,0.0
9.0,12.0,0.75,960.0,1575.0,0.61,4.0,1.0,4.0,1,1,1.0,1.87,1.0,1.87,0.0
7.0,4.75,1.47,900.0,564.0,1.6,4.0,2.5,1.6,1,4,0.25,1.8,1.0,1.8,0.0
12.25,11.2,1.09,3124.0,2030.0,1.54,5.75,1.0,5.75,4,5,0.8,1.0,1.0,1.0,1.0
16.0,18.0,0.89,3024.0,3168.0,0.95,1.0,8.0,0.12,1,1,1.0,1.92,1.0,1.92,0.0
10.75,12.0,0.9,1645.5,2005.5,0.82,1.0,5.62,0.18,4,8,0.5,1.92,1.78,1.08,0.0
8.0,13.0,0.62,864.0,2016.0,0.43,4.0,1.0,4.0,1,1,1.0,1.0,1.0,1.0,0.0
11.2,9.0,1.24,2281.6,1273.0,1.79,5.2,4.25,1.22,5,4,1.25,1.0,1.0,1.0,1.0
11.0,9.0,1.22,2268.0,1050.0,2.16,5.0,4.0,1.25,1,1,1.0,1.0,1.0,1.0,1.0
8.0,12.0,0.67,1008.0,2100.0,0.48,4.0,5.0,0.8,1,1,1.0,1.0,1.0,1.0,1.0
17.0,12.0,1.42,2880.0,1764.0,1.63,8.0,1.0,8.0,1,1,1.0,1.76,1.88,0.94,1.0
10.0,3.0,3.33,1080.0,270.0,4.0,1.0,2.0,0.5,1,1,1.0,1.0,1.0,1.0,1.0
8.0,15.0,0.53,875.0,2598.0,0.34,1.0,6.6,0.15,1,5,0.2,1.0,1.8900000000000001,0.53,0.0
4.0,17.0,0.24,360.0,4410.0,0.08,2.0,8.0,0.25,1,1,1.0,1.0,1.0,1.0,0.0
5.0,11.67,0.43,480.0,2077.33,0.23,3.0,5.33,0.56,1,3,0.33,1.0,1.0,1.0,0.0
8.17,9.86,0.83,1392.67,1293.57,1.08,3.83,1.0,3.83,6,7,0.86,1.0,1.8900000000000001,0.53,0.0
10.67,9.67,1.1,1812.67,1098.0,1.65,5.0,1.0,5.0,3,3,1.0,1.0,1.88,0.53,1.0
7.0,16.4,0.43,720.0,3565.2,0.2,4.0,7.4,0.54,1,5,0.2,1.78,1.0,1.78,0.0
6.0,12.0,0.5,560.0,2352.0,0.24,3.0,5.0,0.6,1,1,1.0,1.0,1.9,0.53,0.0
3.0,8.0,0.38,288.0,1125.0,0.26,2.0,4.0,0.5,1,1,1.0,1.0,1.0,1.0,0.0
3.0,15.33,0.2,270.0,3626.0,0.07,2.0,7.0,0.29,1,3,0.33,1.0,1.8199999999999998,0.55,0.0
4.0,16.0,0.25,360.0,3024.0,0.12,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.0
8.0,11.57,0.69,1403.33,2341.71,0.6,3.67,1.0,3.67,6,7,0.86,1.0,1.92,0.52,0.0
