lv1,lv2,lvrel,att1,att2,attrel,tech1,tech2,techrel,n1,n2,nrel,wp1,wp2,wprel,y
6.25,12.0,0.52,813.25,2154.6,0.38,3.12,1.0,3.12,8,5,1.6,1.9,1.0,1.9,1.0
3.0,13.0,0.23,300.0,2400.0,0.12,2.0,6.0,0.33,1,1,1.0,1.0,1.0,1.0,0.0
6.0,10.0,0.6,600.0,1120.0,0.54,3.0,4.0,0.75,1,1,1.0,1.8900000000000001,1.0,1.89,0.0
9.0,3.0,3.0,1200.0,400.0,3.0,4.0,2.0,2.0,1,1,1.0,1.0,1.0,1.0,1.0
19.0,12.0,1.58,4752.0,1680.0,2.83,9.0,5.0,1.8,1,1,1.0,1.0,1.0,1.0,1.0
18.0,7.0,2.57,3780.0,504.0,7.5,1.0,1.0,1.0,1,1,1.0,1.9,1.0,1.9,1.0
9.0,3.0,3.0,1120.0,360.0,3.11,4.0,2.0,2.0,1,1,1.0,1.0,1.0,1.0,1.0
4.0,8.0,0.5,400.0,900.0,0.44,2.0,4.0,0.5,1,1,1.0,1.0,1.0,1.0,0.0
13.0,5.0,2.6,1728.0,480.0,3.6,6.0,3.0,2.0,1,1,1.0,1.0,1.8399999999999999,0.54,1.0
5.6,14.5,0.39,645.6,2814.0,0.23,3.0,1.0,3.0,5,4,1.25,1.94,1.0,1.94,0.0
16.0,10.75,1.49,3402.0,1934.88,1.76,7.0,5.12,1.37,1,8,0.12,1.0,1.0,1.0,0.0
13.0,13.0,1.0,2772.57,1854.0,1.5,6.0,1.0,6.0,7,6,1.17,2.13,1.0,2.13,1.0
9.0,13.33,0.68,1942.5,2221.0,0.87,4.25,1.0,4.25,4,6,0.67,1.88,1.0,1.88,0.0
4.0,19.0,0.21,480.0,4320.0,0.11,2.0,9.0,0.22,1,1,1.0,1.0,1.0,1.0,0.0
11.0,16.0,0.69,1749.6,2520.0,0.69,1.0,7.0,0.14,5,1,5.0,2.24,1.8399999999999999,1.22,1.0
14.75,9.0,1.64,2719.0,1262.4,2.15,6.75,4.4,1.53,4,5,0.8,1.0,2.16,0.46,0.0
16.0,8.88,1.8,2695.0,1319.25,2.04,7.0,4.12,1.7,1,8,0.12,1.0,1.8399999999999999,0.54,0.0
1.0,11.0,0.09,180.0,1620.0,0.11,1.0,5.0,0.2,1,1,1.0,1.0,1.0,1.0,0.0
7.5,14.5,0.52,807.5,3045.0,0.27,1.0,6.75,0.15,4,4,1.0,1.0,1.94,0.52,0.0
2.0,11.0,0.18,216.0,1344.0,0.16,1.0,5.0,0.2,1,1,1.0,1.0,1.0,1.0,0.0
14.0,11.67,1.2,1701.0,2195.67,0.77,1.0,1.0,1.0,1,3,0.33,1.0,1.8399999999999999,0.54,0.0
1.0,12.0,0.08,180.0,2460.0,0.07,1.0,5.5,0.18,1,4,0.25,1.0,1.0,1.0,0.0
8.0,10.0,0.8,1050.0,1620.0,0.65,4.0,4.67,0.86,1,3,0.33,1.0,1.0,1.0,0.0
7.0,10.0,0.7,700.0,2368.8,0.3,4.0,4.6,0.87,1,5,0.2,1.0,1.0,1.0,0.0
9.0,3.0,3.0,1050.0,324.0,3.24,4.0,2.0,2.0,1,1,1.0,1.0,1.0,1.0,1.0
7.0,10.0,0.7,720.0,1344.0,0.54,4.0,4.0,1.0,1,1,1.0,1.0,1.0,1.0,0.0
14.0,5.0,2.8,3024.0,480.0,6.3,6.0,3.0,2.0,1,1,1.0,1.0,1.0,1.0,1.0
7.0,20.0,0.35,720.0,4704.0,0.15,4.0,9.0,0.44,1,1,1.0,1.0,1.0,1.0,0.0
1.0,7.12,0.14,180.0,1355.25,0.13,1.0,3.38,0.3,1,8,0.12,1.0,2.23,0.45,0.0
19.0,9.0,2.11,3456.0,1667.57,2.07,9.0,4.0,2.25,1,7,0.14,1.0,1.8399999999999999,0.54,0.0
15.0,11.4,1.32,2000.0,1555.2,1.29,1.0,1.0,1.0,1,5,0.2,1.0,2.0300000000000002,0.49,0.0
12.0,14.5,0.83,1056.0,2809.33,0.38,5.0,6.5,0.77,1,6,0.17,1.0,1.0,1.0,0.0
5.0,10.0,0.5,576.0,1512.0,0.38,3.0,4.0,0.75,1,1,1.0,1.0,1.0,1.0,0.0
20.0,11.67,1.71,7140.0,2582.0,2.77,9.0,5.5,1.64,1,6,0.17,1.0,1.92,0.52,0.0
13.0,12.0,1.08,2205.0,1680.0,1.31,6.0,1.0,6.0,1,1,1.0,1.0,1.0,1.0,1.0
12.0,9.0,1.33,1568.0,1302.5,1.2,5.0,4.25,1.18,1,4,0.25,1.0,1.0,1.0,0.0
16.0,9.0,1.78,2700.0,1176.0,2.3,1.0,4.0,0.25,1,1,1.0,1.0,1.0,1.0,1.0
8.0,5.0,1.6,1008.0,600.0,1.68,4.0,3.0,1.33,1,1,1.0,1.0,1.0,1.0,1.0
15.0,6.8,2.21,3360.0,1005.6,3.34,7.0,3.6,1.94,1,5,0.2,1.0,1.0,1.0,0.0
9.6,10.75,0.89,1899.0,1551.5,1.22,4.6,1.0,4.6,5,4,1.25,1.0,1.8199999999999998,0.55,1.0
3.0,1.0,3.0,320.0,192.0,1.67,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0
11.0,11.0,1.0,1344.0,1470.0,0.91,1.0,5.0,0.2,1,1,1.0,1.0,1.0,1.0,0.0
11.25,10.14,1.11,1531.25,1676.14,0.91,5.0,1.0,5.0,4,7,0.57,1.0,2.1399999999999997,0.47,0.0
9.0,6.33,1.42,1352.67,939.17,1.44,1.0,3.33,0.3,3,6,0.5,1.0,1.8399999999999999,0.54,0.0
20.0,1.0,20.0,5120.0,180.0,28.44,9.0,1.0,9.0,1,1,1.0,1.0,1.0,1.0,1.0
19.0,11.86,1.6,4480.0,2141.57,2.09,9.0,5.57,1.62,1,7,0.14,1.0,1.88,0.53,0.0
6.0,8.43,0.71,525.0,1615.14,0.33,3.0,4.0,0.75,1,7,0.14,1.9,2.29,0.83,0.0
13.0,8.88,1.46,1792.0,1880.25,0.95,6.0,4.12,1.46,1,8,0.12,1.8,1.92,0.94,0.0
8.0,5.0,1.6,1288.8,480.0,2.69,4.0,3.0,1.33,5,1,5.0,1.0,1.0,1.0,1.0
11.0,11.0,1.0,1400.0,1792.0,0.78,1.0,5.0,0.2,1,1,1.0,1.0,1.78,0.56,0.0
14.0,13.67,1.02,2200.0,2361.33,0.93,6.0,6.33,0.95,1,6,0.17,1.0,1.76,0.57,0.0
10.0,1.0,10.0,1680.0,192.0,8.75,4.0,1.0,4.0,1,1,1.0,1.92,1.0,1.92,1.0
8.0,2.0,4.0,750.0,240.0,3.12,4.0,1.0,4.0,1,1,1.0,1.0,1.0,1.0,1.0
14.14,10.62,1.33,2807.14,1618.0,1.73,6.29,4.75,1.32,7,8,0.88,1.0,1.0,1.0,0.0
13.0,13.29,0.98,2016.0,2930.14,0.69,1.0,6.0,0.17,1,7,0.14,1.0,1.0,1.0,0.0
12.0,8.0,1.5,1680.0,1200.0,1.4,1.0,4.0,0.25,1,1,1.0,1.97,1.0,1.97,1.0
5.0,9.0,0.56,600.0,980.0,0.61,3.0,4.0,0.75,1,1,1.0,1.8399999999999999,1.8900000000000001,0.97,0.0
19.0,9.0,2.11,4200.0,864.0,4.86,9.0,4.0,2.25,1,1,1.0,1.0,1.0,1.0,1.0
12.75,10.5,1.21,2728.75,2021.0,1.35,5.75,5.0,1.15,4,2,2.0,1.0,1.0,1.0,1.0
7.71,3.0,2.57,1448.86,300.0,4.83,3.71,1.0,3.71,7,2,3.5,2.16,1.0,2.16,1.0
4.0,8.88,0.45,375.0,1465.88,0.26,1.0,4.25,0.24,1,8,0.12,1.0,1.0,1.0,0.0
11.0,13.88,0.79,1344.0,2468.12,0.54,5.0,1.0,5.0,1,8,0.12,1.0,1.92,0.52,0.0
6.0,13.33,0.45,540.0,3143.67,0.17,3.0,6.17,0.49,1,6,0.17,1.0,1.0,1.0,0.0
16.0,11.0,1.45,3744.0,1722.0,2.17,7.0,1.0,7.0,1,5,0.2,1.0,1.0,1.0,0.0
11.0,17.0,0.65,1960.0,3024.0,0.65,5.0,8.0,0.62,1,1,1.0,1.0,1.0,1.0,0.0
10.0,14.43,0.69,972.0,3000.43,0.32,4.0,6.71,0.6,1,7,0.14,1.0,1.0,1.0,0.0
7.0,10.62,0.66,775.0,1951.0,0.4,1.0,5.0,0.2,2,8,0.25,1.0,1.0,1.0,0.0
13.0,11.0,1.18,1890.0,1620.0,1.17,6.0,5.0,1.2,1,1,1.0,1.0,1.0,1.0,1.0
13.0,13.0,1.0,1944.0,1764.0,1.1,1.0,6.0,0.17,1,1,1.0,1.0,1.0,1.0,1.0
9.14,10.0,0.91,1200.86,2356.67,0.51,1.0,4.67,0.21,7,6,1.17,1.0,1.78,0.56,0.0
18.0,8.25,2.18,5040.0,1221.75,4.13,8.0,4.12,1.94,1,8,0.12,1.0,2.23,0.45,0.0
16.5,12.0,1.38,2844.0,2148.0,1.32,1.0,5.5,0.18,2,2,1.0,1.92,1.0,1.92,1.0
11.2,8.33,1.34,2108.4,1530.0,1.38,5.0,4.0,1.25,5,3,1.67,1.9,1.0,1.9,1.0
19.0,12.29,1.55,5616.0,2394.0,2.35,9.0,5.71,1.58,1,7,0.14,1.0,1.9,0.53,0.0
6.0,13.0,0.46,504.0,1890.0,0.27,1.0,6.0,0.17,1,1,1.0,1.0,1.78,0.56,0.0
10.0,8.5,1.18,1296.0,1199.33,1.08,4.0,4.17,0.96,1,6,0.17,1.0,1.0,1.0,0.0
1.0,9.33,0.11,180.0,1477.33,0.12,1.0,4.67,0.21,1,3,0.33,1.0,1.0,1.0,0.0
19.0,11.0,1.73,4320.0,1120.0,3.86,9.0,5.0,1.8,1,1,1.0,1.0,1.0,1.0,1.0
14.0,8.0,1.75,3024.0,960.0,3.15,6.0,4.0,1.5,1,1,1.0,1.8,1.0,1.8,1.0
11.29,9.86,1.15,2044.57,1361.14,1.5,5.29,4.71,1.12,7,7,1.0,1.76,1.97,0.89,0.0
19.0,16.0,1.19,3744.0,2800.0,1.34,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.0
11.17,8.86,1.26,2379.0,1316.86,1.81,5.17,1.0,5.17,6,7,0.86,1.0,1.0,1.0,1.0
15.0,10.0,1.5,2880.0,1628.5,1.77,7.0,4.83,1.45,1,6,0.17,1.0,2.0300000000000002,0.49,0.0
3.0,10.0,0.3,288.0,1200.0,0.24,2.0,4.0,0.5,1,1,1.0,1.0,1.0,1.0,0.0
19.0,16.4,1.16,4050.0,3652.0,1.11,1.0,7.4,0.14,1,5,0.2,1.0,1.0,1.0,0.0
5.0,14.62,0.34,600.0,3004.38,0.2,3.0,6.88,0.44,1,8,0.12,1.0,1.0,1.0,0.0
14.0,20.0,0.7,2940.0,4212.0,0.7,6.0,9.0,0.67,1,1,1.0,1.0,1.0,1.0,0.0
10.0,6.0,1.67,1260.0,525.0,2.4,4.0,3.0,1.33,1,1,1.0,1.0,1.0,1.0,1.0
20.0,13.0,1.54,6048.0,1728.0,3.5,9.0,1.0,9.0,1,1,1.0,1.0,1.0,1.0,1.0
10.0,17.0,0.59,1225.0,3150.0,0.39,1.0,8.0,0.12,1,1,1.0,1.0,1.0,1.0,0.0
6.0,6.0,1.0,504.0,576.0,0.88,1.0,3.0,0.33,1,1,1.0,1.0,1.76,0.57,0.0
10.0,6.0,1.67,1200.0,600.0,2.0,4.0,1.0,4.0,1,1,1.0,1.0,1.0,1.0,1.0
9.0,1.0,9.0,1260.0,180.0,7.0,4.0,1.0,4.0,1,1,1.0,1.0,1.0,1.0,1.0
16.0,6.0,2.67,3920.0,800.0,4.9,7.0,3.0,2.33,1,1,1.0,1.0,1.0,1.0,1.0
9.75,11.0,0.89,1971.25,1889.5,1.04,4.62,1.0,4.62,8,6,1.33,1.0,1.0,1.0,1.0
20.0,1.0,20.0,4200.0,192.0,21.88,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0
17.0,5.0,3.4,3528.0,432.0,8.17,1.0,3.0,0.33,1,1,1.0,1.0,1.0,1.0,1.0
12.0,7.38,1.63,1680.0,1281.0,1.31,5.0,1.0,5.0,1,8,0.12,1.78,1.8399999999999999,0.97,0.0
20.0,5.0,4.0,4095.0,800.0,5.12,1.0,3.0,0.33,1,1,1.0,1.0,1.0,1.0,1.0
6.0,9.67,0.62,600.0,1596.0,0.38,3.0,1.0,3.0,1,6,0.17,1.0,1.8900000000000001,0.53,0.0
12.0,7.0,1.71,1800.0,953.0,1.89,5.0,3.33,1.5,1,3,0.33,1.0,1.0,1.0,0.0
10.0,8.75,1.14,1260.0,1735.0,0.73,1.0,4.25,0.24,1,4,0.25,1.0,1.0,1.0,0.0
6.0,20.0,0.3,480.0,6720.0,0.07,1.0,9.0,0.11,1,1,1.0,1.0,1.0,1.0,0.0
3.0,6.0,0.5,288.0,600.0,0.48,2.0,1.0,2.0,1,1,1.0,1.0,1.0,1.0,0.0
16.0,9.12,1.75,2695.0,1320.0,2.04,1.0,4.25,0.24,1,8,0.12,1.0,1.8900000000000001,0.53,0.0
13.0,13.0,1.0,1800.0,2112.0,0.85,6.0,6.0,1.0,1,1,1.0,1.0,1.0,1.0,0.0
11.0,12.62,0.87,1512.0,2521.0,0.6,5.0,5.88,0.85,1,8,0.12,1.0,1.0,1.0,0.0
14.0,13.0,1.08,2205.0,2016.0,1.09,6.0,1.0,6.0,1,1,1.0,1.0,1.0,1.0,0.0
11.0,19.0,0.58,1365.0,4536.0,0.3,5.0,9.0,0.56,1,1,1.0,1.0,1.0,1.0,0.0
19.0,5.0,3.8,2772.0,600.0,4.62,9.0,3.0,3.0,1,1,1.0,1.0,1.0,1.0,1.0
2.0,13.75,0.15,240.0,2463.0,0.1,1.0,6.25,0.16,1,4,0.25,1.0,2.12,0.47,0.0
4.0,11.88,0.34,315.0,2617.62,0.12,1.0,5.5,0.18,1,8,0.12,1.0,1.0,1.0,0.0
9.71,6.5,1.49,1624.29,930.0,1.75,4.57,1.0,4.57,7,2,3.5,1.88,1.0,1.88,1.0
6.0,3.0,2.0,625.0,320.0,1.95,3.0,2.0,1.5,1,1,1.0,1.0,1.0,1.0,1.0
6.0,3.0,2.0,672.0,300.0,2.24,3.0,2.0,1.5,1,1,1.0,1.0,1.0,1.0,1.0
14.0,17.0,0.82,2940.0,3360.0,0.88,6.0,8.0,0.75,1,1,1.0,1.0,1.0,1.0,0.0
17.0,2.0,8.5,3744.0,225.0,16.64,8.0,1.0,8.0,1,1,1.0,1.0,1.0,1.0,1.0
17.0,14.75,1.15,3528.0,2801.5,1.26,8.0,6.75,1.19,1,4,0.25,1.0,1.0,1.0,0.0
10.2,11.0,0.93,2538.2,2587.67,0.98,4.6,5.33,0.86,5,6,0.83,1.0,1.0,1.0,0.0
4.0,4.0,1.0,400.0,315.0,1.27,1.0,2.0,0.5,1,1,1.0,1.0,1.0,1.0,1.0
6.0,20.0,0.3,800.0,6237.0,0.13,3.0,9.0,0.33,1,1,1.0,1.0,1.0,1.0,0.0
3.0,16.0,0.19,300.0,3744.0,0.08,1.0,7.0,0.14,1,1,1.0,1.0,1.0,1.0,0.0
14.5,12.86,1.13,2727.0,2678.43,1.02,6.5,5.86,1.11,2,7,0.29,1.0,1.0,1.0,0.0
1.0,14.0,0.07,192.0,3840.0,0.05,1.0,6.0,0.17,1,1,1.0,1.0,1.0,1.0,0.0
2.0,14.0,0.14,216.0,2835.0,0.08,1.0,6.0,0.17,1,1,1.0,1.0,1.0,1.0,0.0
15.25,10.75,1.42,3544.25,2229.75,1.59,7.25,5.0,1.45,4,8,0.5,1.0,1.97,0.51,0.0
18.0,9.83,1.83,4032.0,1412.0,2.86,1.0,1.0,1.0,1,6,0.17,1.0,1.9,0.53,0.0
8.0,7.0,1.14,1080.0,700.0,1.54,4.0,4.0,1.0,1,1,1.0,1.0,1.0,1.0,0.0
6.0,12.17,0.49,600.0,2024.0,0.3,1.0,1.0,1.0,1,6,0.17,1.8900000000000001,1.0,1.89,0.0
18.0,17.0,1.06,3888.0,4320.0,0.9,8.0,8.0,1.0,1,1,1.0,1.0,1.0,1.0,0.0
9.0,8.0,1.12,896.0,800.0,1.12,1.0,4.0,0.25,1,1,1.0,1.0,1.0,1.0,1.0
17.0,16.0,1.06,2772.0,2835.0,0.98,8.0,1.0,8.0,1,1,1.0,1.0,1.0,1.0,1.0
11.0,6.75,1.63,1680.0,1185.0,1.42,5.0,3.25,1.54,1,4,0.25,1.0,1.0,1.0,0.0
6.0,12.0,0.5,600.0,1568.0,0.38,3.0,1.0,3.0,1,1,1.0,1.0,1.0,1.0,0.0
8.0,16.0,0.5,768.0,4224.0,0.18,4.0,7.0,0.57,1,1,1.0,1.78,1.0,1.78,0.0
9.75,11.75,0.83,1311.0,2313.0,0.57,4.5,5.25,0.86,4,4,1.0,1.0,1.8399999999999999,0.54,0.0
13.6,8.67,1.57,2605.2,830.0,3.14,6.6,4.33,1.52,5,3,1.67,1.0,1.0,1.0,1.0
3.0,14.0,0.21,252.0,3888.0,0.06,1.0,6.0,0.17,1,1,1.0,1.0,1.0,1.0,0.0
2.0,13.0,0.15,256.0,2268.0,0.11,1.0,6.0,0.17,1,1,1.0,1.0,1.0,1.0,0.0
16.0,13.0,1.23,3024.0,2430.0,1.24,7.0,6.0,1.17,1,1,1.0,1.0,1.0,1.0,0.0
11.0,2.0,5.5,1050.0,240.0,4.38,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0
9.0,11.0,0.82,1620.0,2644.29,0.61,4.0,5.14,0.78,1,7,0.14,1.0,1.0,1.0,0.0
18.0,14.0,1.29,3888.0,1944.0,2.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0
14.0,1.0,14.0,2352.0,180.0,13.07,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0
13.0,6.5,2.0,3076.5,650.0,4.73,6.0,3.5,1.71,4,2,2.0,1.0,1.0,1.0,1.0
12.0,13.62,0.88,2160.0,2586.75,0.84,5.0,6.12,0.82,1,8,0.12,1.0,2.1,0.48,0.0
20.0,9.14,2.19,6006.0,1321.43,4.55,9.0,4.43,2.03,1,7,0.14,1.0,1.0,1.0,0.0
15.0,15.0,1.0,2450.0,3528.0,0.69,7.0,7.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0
4.0,10.5,0.38,400.0,2349.0,0.17,1.0,5.25,0.19,1,4,0.25,1.0,1.0,1.0,0.0
2.0,7.75,0.26,189.0,1561.0,0.12,1.0,3.75,0.27,1,4,0.25,1.0,1.8900000000000001,0.53,0.0
15.0,5.0,3.0,2646.0,480.0,5.51,7.0,3.0,2.33,1,1,1.0,1.0,1.78,0.56,1.0
14.0,11.83,1.18,2401.0,1866.33,1.29,1.0,5.17,0.19,1,6,0.17,1.0,1.0,1.0,0.0
11.0,9.0,1.22,1944.0,1008.0,1.93,5.0,1.0,5.0,1,1,1.0,1.0,1.0,1.0,1.0
7.0,10.5,0.67,960.0,1320.0,0.73,4.0,1.0,4.0,1,2,0.5,1.0,1.0,1.0,0.0
19.0,15.83,1.2,3600.0,4964.33,0.73,9.0,7.33,1.23,1,6,0.17,1.8900000000000001,1.9,0.99,0.0
1.0,12.0,0.08,180.0,1575.0,0.11,1.0,5.0,0.2,1,1,1.0,1.0,1.0,1.0,0.0
12.0,14.75,0.81,2278.86,3567.25,0.64,5.43,7.0,0.78,7,4,1.75,1.0,1.0,1.0,1.0
17.0,2.0,8.5,3080.0,225.0,13.69,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0
6.71,7.4,0.91,878.29,841.6,1.04,3.29,1.0,3.29,7,5,1.4,1.0,1.0,1.0,0.0
17.0,20.0,0.85,4480.0,4851.0,0.92,8.0,9.0,0.89,1,1,1.0,1.0,1.0,1.0,0.0
4.0,8.83,0.45,384.0,1727.17,0.22,2.0,4.0,0.5,1,6,0.17,1.0,1.0,1.0,0.0
5.0,9.0,0.56,750.0,1080.0,0.69,3.0,1.0,3.0,1,1,1.0,1.0,1.0,1.0,0.0
14.5,12.29,1.18,3040.0,2634.71,1.15,6.5,5.71,1.14,2,7,0.29,1.0,1.0,1.0,0.0
7.5,11.38,0.66,1042.0,2015.62,0.52,3.5,5.0,0.7,2,8,0.25,1.0,1.0,1.0,0.0
15.0,14.0,1.07,2744.0,1920.0,1.43,7.0,1.0,7.0,1,1,1.0,1.94,1.0,1.94,1.0
19.0,8.2,2.32,4536.0,1670.4,2.72,9.0,1.0,9.0,1,5,0.2,1.0,1.9,0.53,0.0
7.0,11.67,0.6,750.0,2205.17,0.34,1.0,5.33,0.19,1,6,0.17,1.0,1.8399999999999999,0.54,0.0
19.0,14.0,1.36,4320.0,2622.86,1.65,9.0,6.43,1.4,1,7,0.14,1.0,1.0,1.0,0.0
12.0,3.0,4.0,2450.0,320.0,7.66,5.0,1.0,5.0,1,1,1.0,1.0,1.0,1.0,1.0
10.0,9.0,1.11,1008.0,980.0,1.03,1.0,4.0,0.25,1,1,1.0,1.0,1.0,1.0,0.0
14.0,10.0,1.4,2592.0,1350.0,1.92,6.0,4.0,1.5,1,1,1.0,1.0,1.0,1.0,1.0
3.0,12.67,0.24,360.0,2670.0,0.13,2.0,5.83,0.34,1,6,0.17,1.0,1.0,1.0,0.0
10.0,10.5,0.95,1539.38,2066.5,0.74,1.0,5.0,0.2,8,6,1.33,1.9,1.8,1.06,1.0
16.0,6.0,2.67,3024.0,504.0,6.0,7.0,1.0,7.0,1,1,1.0,1.0,1.0,1.0,1.0
3.0,13.0,0.23,300.0,1920.0,0.16,2.0,6.0,0.33,1,1,1.0,1.0,1.0,1.0,0.0
8.0,8.0,1.0,900.0,1420.0,0.63,4.0,4.0,1.0,1,2,0.5,1.0,1.8,0.56,0.0
12.0,13.0,0.92,1296.0,1800.0,0.72,5.0,6.0,0.83,1,1,1.0,1.0,1.0,1.0,0.0
9.0,9.0,1.0,882.0,960.0,0.92,1.0,4.0,0.25,1,1,1.0,1.0,1.0,1.0,0.0
10.0,12.17,0.82,1080.0,2767.67,0.39,4.0,5.67,0.71,1,6,0.17,1.0,1.0,1.0,0.0
11.0,15.0,0.73,1680.0,2160.0,0.78,5.0,1.0,5.0,1,1,1.0,1.0,1.0,1.0,1.0
20.0,3.0,6.67,4536.0,320.0,14.18,9.0,2.0,4.5,1,1,1.0,1.0,1.0,1.0,1.0
19.0,9.0,2.11,3822.0,980.0,3.9,9.0,4.0,2.25,1,1,1.0,1.0,1.9,0.53,1.0
18.0,8.0,2.25,3168.0,1400.0,2.26,8.0,4.0,2.0,1,1,1.0,1.0,1.0,1.0,1.0
10.0,12.0,0.83,1296.0,1680.0,0.77,1.0,1.0,1.0,1,1,1.0,1.97,1.0,1.97,0.0
7.0,1.0,7.0,900.0,192.0,4.69,4.0,1.0,4.0,1,1,1.0,1.0,1.0,1.0,1.0
16.0,16.0,1.0,4032.0,5040.0,0.8,7.0,7.0,1.0,1,1,1.0,1.0,1.0,1.0,0.0
4.0,18.0,0.22,384.0,3024.0,0.13,2.0,8.0,0.25,1,1,1.0,1.0,1.0,1.0,0.0
7.0,9.0,0.78,672.0,1344.0,0.5,4.0,4.0,1.0,1,1,1.0,1.0,1.0,1.0,0.0
11.0,11.0,1.0,2016.0,1400.0,1.44,5.0,5.0,1.0,1,1,1.0,1.0,1.92,0.52,0.0
11.0,8.0,1.38,1620.0,900.0,1.8,5.0,1.0,5.0,1,1,1.0,1.0,1.0,1.0,1.0
17.0,9.75,1.74,5824.0,2064.75,2.82,8.0,4.5,1.78,1,4,0.25,1.0,1.0,1.0,0.0
16.0,6.75,2.37,3465.0,1094.25,3.17,7.0,3.25,2.15,1,8,0.12,1.0,2.06,0.49,0.0
8.0,16.0,0.5,1080.0,3870.29,0.28,4.0,7.29,0.55,1,7,0.14,1.0,1.0,1.0,0.0
3.0,12.17,0.25,400.0,2342.33,0.17,2.0,5.5,0.36,1,6,0.17,1.8,1.0,1.8,0.0
18.0,9.83,1.83,4032.0,1958.5,2.06,8.0,4.67,1.71,1,6,0.17,1.0,2.1399999999999997,0.47,0.0
8.0,19.0,0.42,900.0,4320.0,0.21,1.0,9.0,0.11,1,1,1.0,1.0,1.0,1.0,0.0
17.0,11.0,1.55,3402.0,1833.25,1.86,8.0,5.25,1.52,1,4,0.25,1.76,1.88,0.94,0.0
11.86,10.67,1.11,1883.71,1712.0,1.1,5.57,1.0,5.57,7,3,2.33,1.0,1.0,1.0,1.0
15.0,3.0,5.0,2520.0,300.0,8.4,7.0,2.0,3.5,1,1,1.0,1.0,1.0,1.0,1.0
5.0,17.0,0.29,420.0,3080.0,0.14,3.0,1.0,3.0,1,1,1.0,1.0,1.0,1.0,0.0
